dteday,cnt
2012-06-15,366
2012-06-15,216
2012-06-15,286
2012-06-15,403
2012-06-15,393
2012-06-15,376
2012-06-15,377
2012-06-15,558
2012-06-15,823
2012-06-15,693
2012-06-15,467
2012-06-15,385
2012-06-15,333
2012-06-15,321
2012-06-15,222
2012-06-16,137
2012-06-16,95
2012-06-16,67
2012-06-16,27
2012-06-16,8
2012-06-16,23
2012-06-16,47
2012-06-16,78
2012-06-16,204
2012-06-16,367
2012-06-16,435
2012-06-16,566
2012-06-16,603
2012-06-16,617
2012-06-16,573
2012-06-16,583
2012-06-16,542
2012-06-16,593
2012-06-16,571
2012-06-16,461
2012-06-16,352
2012-06-16,290
2012-06-16,280
2012-06-16,183
2012-06-17,148
2012-06-17,88
2012-06-17,74
2012-06-17,28
2012-06-17,18
2012-06-17,17
2012-06-17,23
2012-06-17,48
2012-06-17,119
2012-06-17,274
2012-06-17,436
2012-06-17,546
2012-06-17,615
2012-06-17,614
2012-06-17,582
2012-06-17,463
2012-06-17,580
2012-06-17,593
2012-06-17,513
2012-06-17,390
2012-06-17,302
2012-06-17,246
2012-06-17,153
2012-06-17,108
2012-06-18,40
2012-06-18,14
2012-06-18,9
2012-06-18,4
2012-06-18,9
2012-06-18,23
2012-06-18,37
2012-06-18,145
2012-06-18,474
2012-06-18,250
2012-06-18,91
2012-06-18,121
2012-06-18,168
2012-06-18,225
2012-06-18,219
2012-06-18,237
2012-06-18,332
2012-06-18,723
2012-06-18,642
2012-06-18,463
2012-06-18,362
2012-06-18,273
2012-06-18,164
2012-06-18,74
2012-06-19,35
2012-06-19,14
2012-06-19,15
2012-06-19,8
2012-06-19,10
2012-06-19,37
2012-06-19,161
2012-06-19,480
2012-06-19,673
2012-06-19,328
2012-06-19,180
2012-06-19,230
2012-06-19,292
2012-06-19,272
2012-06-19,227
2012-06-19,259
2012-06-19,334
2012-06-19,811
2012-06-19,795
2012-06-19,514
2012-06-19,458
2012-06-19,276
2012-06-19,291
2012-06-19,125
2012-06-20,53
2012-06-20,27
2012-06-20,6
2012-06-20,8
2012-06-20,7
2012-06-20,39
2012-06-20,165
2012-06-20,464
2012-06-20,643
2012-06-20,316
2012-06-20,167
2012-06-20,188
2012-06-20,180
2012-06-20,211
2012-06-20,190
2012-06-20,179
2012-06-20,335
2012-06-20,691
2012-06-20,672
2012-06-20,539
2012-06-20,407
2012-06-20,344
2012-06-20,257
2012-06-20,123
2012-06-21,69
2012-06-21,18
2012-06-21,18
2012-06-21,11
2012-06-21,12
2012-06-21,40
2012-06-21,150
2012-06-21,463
2012-06-21,590
2012-06-21,256
2012-06-21,150
2012-06-21,161
2012-06-21,215
2012-06-21,172
2012-06-21,176
2012-06-21,194
2012-06-21,320
2012-06-21,615
2012-06-21,640
2012-06-21,499
2012-06-21,436
2012-06-21,311
2012-06-21,243
2012-06-21,146
2012-06-22,93
2012-06-22,31
2012-06-22,12
2012-06-22,7
2012-06-22,10
2012-06-22,38
2012-06-22,122
2012-06-22,359
2012-06-22,613
2012-06-22,333
2012-06-22,185
2012-06-22,236
2012-06-22,254
2012-06-22,300
2012-06-22,263
2012-06-22,284
2012-06-22,380
2012-06-22,646
2012-06-22,505
2012-06-22,362
2012-06-22,202
2012-06-22,217
2012-06-22,197
2012-06-22,174
2012-06-23,116
2012-06-23,123
2012-06-23,93
2012-06-23,42
2012-06-23,19
2012-06-23,12
2012-06-23,47
2012-06-23,78
2012-06-23,167
2012-06-23,332
2012-06-23,494
2012-06-23,516
2012-06-23,602
2012-06-23,564
2012-06-23,609
2012-06-23,483
2012-06-23,513
2012-06-23,530
2012-06-23,481
2012-06-23,425
2012-06-23,386
2012-06-23,322
2012-06-23,279
2012-06-23,225
2012-06-24,163
2012-06-24,127
2012-06-24,114
2012-06-24,60
2012-06-24,13
2012-06-24,8
2012-06-24,25
2012-06-24,71
2012-06-24,141
2012-06-24,232
2012-06-24,452
2012-06-24,506
2012-06-24,556
2012-06-24,585
2012-06-24,551
2012-06-24,487
2012-06-24,461
2012-06-24,532
2012-06-24,534
2012-06-24,423
2012-06-24,332
2012-06-24,253
2012-06-24,178
2012-06-24,87
2012-06-25,68
2012-06-25,31
2012-06-25,14
2012-06-25,5
2012-06-25,4
2012-06-25,43
2012-06-25,158
2012-06-25,485
2012-06-25,608
2012-06-25,268
2012-06-25,184
2012-06-25,181
2012-06-25,270
2012-06-25,260
2012-06-25,251
2012-06-25,233
2012-06-25,414
2012-06-25,833
2012-06-25,791
2012-06-25,582
2012-06-25,475
2012-06-25,331
2012-06-25,187
2012-06-25,103
2012-06-26,37
2012-06-26,30
2012-06-26,9
2012-06-26,9
2012-06-26,10
2012-06-26,39
2012-06-26,188
2012-06-26,552
2012-06-26,656
2012-06-26,328
2012-06-26,190
2012-06-26,235
2012-06-26,308
2012-06-26,306
2012-06-26,267
2012-06-26,317
2012-06-26,416
2012-06-26,900
2012-06-26,824
2012-06-26,612
2012-06-26,505
2012-06-26,328
2012-06-26,245
2012-06-26,131
2012-06-27,54
2012-06-27,23
2012-06-27,14
2012-06-27,8
2012-06-27,11
2012-06-27,36
2012-06-27,200
2012-06-27,527
2012-06-27,687
2012-06-27,282
2012-06-27,172
2012-06-27,209
2012-06-27,322
2012-06-27,321
2012-06-27,270
2012-06-27,249
2012-06-27,392
2012-06-27,843
2012-06-27,804
2012-06-27,643
2012-06-27,445
2012-06-27,367
2012-06-27,297
2012-06-27,159
2012-06-28,54
2012-06-28,25
2012-06-28,13
2012-06-28,7
2012-06-28,11
2012-06-28,47
2012-06-28,193
2012-06-28,508
2012-06-28,617
2012-06-28,351
2012-06-28,184
2012-06-28,211
2012-06-28,276
2012-06-28,236
2012-06-28,254
2012-06-28,219
2012-06-28,387
2012-06-28,705
2012-06-28,697
2012-06-28,571
2012-06-28,470
2012-06-28,398
2012-06-28,274
2012-06-28,171
2012-06-29,114
2012-06-29,42
2012-06-29,18
2012-06-29,8
2012-06-29,10
2012-06-29,45
2012-06-29,163
2012-06-29,380
2012-06-29,624
2012-06-29,300
2012-06-29,171
2012-06-29,188
2012-06-29,226
2012-06-29,239
2012-06-29,233
2012-06-29,230
2012-06-29,351
2012-06-29,539
2012-06-29,464
2012-06-29,363
2012-06-29,308
2012-06-29,236
2012-06-29,163
2012-06-29,48
2012-06-30,69
2012-06-30,58
2012-06-30,61
2012-06-30,23
2012-06-30,18
2012-06-30,10
2012-06-30,42
2012-06-30,92
2012-06-30,194
2012-06-30,275
2012-06-30,404
2012-06-30,452
2012-06-30,471
2012-06-30,428
2012-06-30,409
2012-06-30,404
2012-06-30,373
2012-06-30,362
2012-06-30,339
2012-06-30,374
2012-06-30,292
2012-06-30,213
2012-06-30,172
2012-06-30,152
2012-07-01,149
2012-07-01,93
2012-07-01,90
2012-07-01,33
2012-07-01,4
2012-07-01,10
2012-07-01,27
2012-07-01,50
2012-07-01,142
2012-07-01,219
2012-07-01,366
2012-07-01,377
2012-07-01,433
2012-07-01,420
2012-07-01,444
2012-07-01,345
2012-07-01,313
2012-07-01,413
2012-07-01,370
2012-07-01,382
2012-07-01,332
2012-07-01,258
2012-07-01,151
2012-07-01,110
2012-07-02,43
2012-07-02,17
2012-07-02,15
2012-07-02,5
2012-07-02,12
2012-07-02,40
2012-07-02,136
2012-07-02,398
2012-07-02,568
2012-07-02,295
2012-07-02,174
2012-07-02,201
2012-07-02,257
2012-07-02,236
2012-07-02,230
2012-07-02,234
2012-07-02,365
2012-07-02,747
2012-07-02,730
2012-07-02,581
2012-07-02,395
2012-07-02,258
2012-07-02,188
2012-07-02,102
2012-07-03,53
2012-07-03,14
2012-07-03,10
2012-07-03,2
2012-07-03,6
2012-07-03,35
2012-07-03,154
2012-07-03,483
2012-07-03,646
2012-07-03,272
2012-07-03,209
2012-07-03,217
2012-07-03,272
2012-07-03,283
2012-07-03,310
2012-07-03,401
2012-07-03,527
2012-07-03,722
2012-07-03,627
2012-07-03,497
2012-07-03,376
2012-07-03,196
2012-07-03,177
2012-07-03,171
2012-07-04,159
2012-07-04,123
2012-07-04,93
2012-07-04,32
2012-07-04,16
2012-07-04,19
2012-07-04,32
2012-07-04,72
2012-07-04,153
2012-07-04,293
2012-07-04,447
2012-07-04,485
2012-07-04,494
2012-07-04,499
2012-07-04,547
2012-07-04,454
2012-07-04,389
2012-07-04,414
2012-07-04,430
2012-07-04,432
2012-07-04,551
2012-07-04,584
2012-07-04,502
2012-07-04,183
2012-07-05,88
2012-07-05,30
2012-07-05,18
2012-07-05,7
2012-07-05,7
2012-07-05,29
2012-07-05,133
2012-07-05,343
2012-07-05,550
2012-07-05,293
2012-07-05,186
2012-07-05,244
2012-07-05,276
2012-07-05,310
2012-07-05,241
2012-07-05,254
2012-07-05,433
2012-07-05,689
2012-07-05,607
2012-07-05,503
2012-07-05,321
2012-07-05,323
2012-07-05,225
2012-07-05,131
2012-07-06,102
2012-07-06,29
2012-07-06,17
2012-07-06,7
2012-07-06,6
2012-07-06,35
2012-07-06,131
2012-07-06,353
2012-07-06,585
2012-07-06,304
2012-07-06,210
2012-07-06,233
2012-07-06,331
2012-07-06,293
2012-07-06,275
2012-07-06,285
2012-07-06,369
2012-07-06,576
2012-07-06,560
2012-07-06,418
2012-07-06,336
2012-07-06,300
2012-07-06,288
2012-07-06,164
2012-07-07,150
2012-07-07,71
2012-07-07,58
2012-07-07,31
2012-07-07,16
2012-07-07,14
2012-07-07,31
2012-07-07,71
2012-07-07,152
2012-07-07,256
2012-07-07,325
2012-07-07,367
2012-07-07,342
2012-07-07,360
2012-07-07,308
2012-07-07,306
2012-07-07,294
2012-07-07,279
2012-07-07,277
2012-07-07,287
2012-07-07,276
2012-07-07,201
2012-07-07,220
2012-07-07,148
2012-07-08,147
2012-07-08,124
2012-07-08,70
2012-07-08,35
2012-07-08,13
2012-07-08,6
2012-07-08,21
2012-07-08,52
2012-07-08,130
2012-07-08,242
2012-07-08,319
2012-07-08,389
2012-07-08,376
2012-07-08,337
2012-07-08,312
2012-07-08,298
2012-07-08,291
2012-07-08,270
2012-07-08,253
2012-07-08,250
2012-07-08,285
2012-07-08,207
2012-07-08,122
2012-07-08,123
2012-07-09,39
2012-07-09,18
2012-07-09,5
2012-07-09,5
2012-07-09,2
2012-07-09,28
2012-07-09,92
2012-07-09,230
2012-07-09,455
2012-07-09,363
2012-07-09,175
2012-07-09,216
2012-07-09,266
2012-07-09,255
2012-07-09,242
2012-07-09,280
2012-07-09,413
2012-07-09,849
2012-07-09,872
2012-07-09,631
2012-07-09,447
2012-07-09,331
2012-07-09,224
2012-07-09,131
2012-07-10,69
2012-07-10,15
2012-07-10,16
2012-07-10,3
2012-07-10,4
2012-07-10,42
2012-07-10,187
2012-07-10,520
2012-07-10,649
2012-07-10,331
2012-07-10,190
2012-07-10,249
2012-07-10,272
2012-07-10,280
2012-07-10,242
2012-07-10,265
2012-07-10,435
2012-07-10,872
2012-07-10,819
2012-07-10,414
2012-07-10,84
2012-07-10,90
2012-07-10,139
2012-07-10,103
2012-07-11,44
2012-07-11,14
2012-07-11,5
2012-07-11,5
2012-07-11,7
2012-07-11,41
2012-07-11,185
2012-07-11,497
2012-07-11,674
2012-07-11,328
2012-07-11,195
2012-07-11,229
2012-07-11,292
2012-07-11,273
2012-07-11,241
2012-07-11,276
2012-07-11,411
2012-07-11,830
2012-07-11,814
2012-07-11,633
2012-07-11,483
2012-07-11,391
2012-07-11,244
2012-07-11,152
2012-07-12,56
2012-07-12,21
2012-07-12,9
2012-07-12,10
2012-07-12,5
2012-07-12,44
2012-07-12,178
2012-07-12,512
2012-07-12,702
2012-07-12,327
2012-07-12,214
2012-07-12,215
2012-07-12,292
2012-07-12,277
2012-07-12,209
2012-07-12,271
2012-07-12,439
2012-07-12,795
2012-07-12,825
2012-07-12,629
2012-07-12,514
2012-07-12,373
2012-07-12,318
2012-07-12,211
2012-07-13,95
2012-07-13,59
2012-07-13,17
2012-07-13,9
2012-07-13,11
2012-07-13,34
2012-07-13,127
2012-07-13,380
2012-07-13,713
2012-07-13,414
2012-07-13,268
2012-07-13,288
2012-07-13,379
2012-07-13,374
2012-07-13,369
2012-07-13,353
2012-07-13,492
2012-07-13,835
2012-07-13,631
2012-07-13,488
2012-07-13,389
2012-07-13,299
2012-07-13,263
2012-07-13,212
2012-07-14,191
2012-07-14,118
2012-07-14,101
2012-07-14,40
2012-07-14,9
2012-07-14,5
2012-07-14,35
2012-07-14,48
2012-07-14,151
2012-07-14,282
2012-07-14,401
2012-07-14,439
2012-07-14,499
2012-07-14,591
2012-07-14,632
2012-07-14,560
2012-07-14,566
2012-07-14,458
2012-07-14,351
2012-07-14,431
2012-07-14,356
2012-07-14,269
2012-07-14,225
2012-07-14,211
2012-07-15,187
2012-07-15,168
2012-07-15,115
2012-07-15,57
2012-07-15,19
2012-07-15,9
2012-07-15,15
2012-07-15,47
2012-07-15,133
2012-07-15,221
2012-07-15,382
2012-07-15,451
2012-07-15,489
2012-07-15,480
2012-07-15,476
2012-07-15,489
2012-07-15,495
2012-07-15,436
2012-07-15,312
2012-07-15,312
2012-07-15,294
2012-07-15,223
2012-07-15,130
2012-07-15,91
2012-07-16,43
2012-07-16,11
2012-07-16,15
2012-07-16,6
2012-07-16,12
2012-07-16,50
2012-07-16,140
2012-07-16,483
2012-07-16,667
2012-07-16,348
2012-07-16,186
2012-07-16,182
2012-07-16,237
2012-07-16,239
2012-07-16,212
2012-07-16,237
2012-07-16,386
2012-07-16,755
2012-07-16,794
2012-07-16,595
2012-07-16,454
2012-07-16,328
2012-07-16,284
2012-07-16,166
2012-07-17,53
2012-07-17,25
2012-07-17,7
2012-07-17,3
2012-07-17,7
2012-07-17,38
2012-07-17,213
2012-07-17,526
2012-07-17,661
2012-07-17,320
2012-07-17,159
2012-07-17,206
2012-07-17,254
2012-07-17,221
2012-07-17,214
2012-07-17,244
2012-07-17,381
2012-07-17,770
2012-07-17,772
2012-07-17,547
2012-07-17,427
2012-07-17,333
2012-07-17,244
2012-07-17,161
2012-07-18,53
2012-07-18,16
2012-07-18,8
2012-07-18,4
2012-07-18,6
2012-07-18,46
2012-07-18,162
2012-07-18,495
2012-07-18,679
2012-07-18,297
2012-07-18,138
2012-07-18,183
2012-07-18,202
2012-07-18,203
2012-07-18,170
2012-07-18,194
2012-07-18,224
2012-07-18,370
2012-07-18,643
2012-07-18,516
2012-07-18,366
2012-07-18,319
2012-07-18,288
2012-07-18,131
2012-07-19,66
2012-07-19,25
2012-07-19,7
2012-07-19,5
2012-07-19,8
2012-07-19,40
2012-07-19,152
2012-07-19,473
2012-07-19,657
2012-07-19,318
2012-07-19,198
2012-07-19,216
2012-07-19,274
2012-07-19,254
2012-07-19,197
2012-07-19,292
2012-07-19,358
2012-07-19,771
2012-07-19,777
2012-07-19,533
2012-07-19,505
2012-07-19,332
2012-07-19,68
2012-07-19,65
2012-07-20,34
2012-07-20,11
2012-07-20,19
2012-07-20,36
2012-07-20,9
2012-07-20,42
2012-07-20,126
2012-07-20,360
2012-07-20,691
2012-07-20,373
2012-07-20,233
2012-07-20,212
2012-07-20,274
2012-07-20,156
2012-07-20,229
2012-07-20,216
2012-07-20,436
2012-07-20,715
2012-07-20,622
2012-07-20,402
2012-07-20,251
2012-07-20,122
2012-07-20,135
2012-07-20,166
2012-07-21,103
2012-07-21,72
2012-07-21,60
2012-07-21,25
2012-07-21,16
2012-07-21,17
2012-07-21,15
2012-07-21,37
2012-07-21,112
2012-07-21,207
2012-07-21,268
2012-07-21,305
2012-07-21,457
2012-07-21,354
2012-07-21,343
2012-07-21,380
2012-07-21,326
2012-07-21,241
2012-07-21,177
2012-07-21,238
2012-07-21,214
2012-07-21,163
2012-07-21,180
2012-07-21,149
2012-07-22,113
2012-07-22,130
2012-07-22,122
2012-07-22,43
2012-07-22,16
2012-07-22,6
2012-07-22,19
2012-07-22,38
2012-07-22,153
2012-07-22,258
2012-07-22,379
2012-07-22,505
2012-07-22,504
2012-07-22,626
2012-07-22,616
2012-07-22,624
2012-07-22,628
2012-07-22,556
2012-07-22,515
2012-07-22,522
2012-07-22,378
2012-07-22,345
2012-07-22,191
2012-07-22,123
2012-07-23,47
2012-07-23,27
2012-07-23,17
2012-07-23,2
2012-07-23,8
2012-07-23,51
2012-07-23,157
2012-07-23,421
2012-07-23,738
2012-07-23,345
2012-07-23,200
2012-07-23,198
2012-07-23,314
2012-07-23,240
2012-07-23,271
2012-07-23,281
2012-07-23,457
2012-07-23,847
2012-07-23,741
2012-07-23,582
2012-07-23,403
2012-07-23,296
2012-07-23,209
2012-07-23,114
2012-07-24,64
2012-07-24,17
2012-07-24,16
2012-07-24,6
2012-07-24,6
2012-07-24,50
2012-07-24,190
2012-07-24,516
2012-07-24,743
2012-07-24,339
2012-07-24,218
2012-07-24,201
2012-07-24,229
2012-07-24,273
2012-07-24,244
2012-07-24,285
2012-07-24,455
2012-07-24,869
2012-07-24,877
2012-07-24,632
2012-07-24,523
2012-07-24,378
2012-07-24,269
2012-07-24,192
2012-07-25,66
2012-07-25,28
2012-07-25,12
2012-07-25,12
2012-07-25,4
2012-07-25,59
2012-07-25,190
2012-07-25,507
2012-07-25,788
2012-07-25,342
2012-07-25,231
2012-07-25,281
2012-07-25,310
2012-07-25,312
2012-07-25,247
2012-07-25,317
2012-07-25,484
2012-07-25,913
2012-07-25,891
2012-07-25,698
2012-07-25,567
2012-07-25,397
2012-07-25,278
2012-07-25,239
2012-07-26,92
2012-07-26,29
2012-07-26,21
2012-07-26,8
2012-07-26,4
2012-07-26,42
2012-07-26,181
2012-07-26,495
2012-07-26,729
2012-07-26,344
2012-07-26,222
2012-07-26,212
2012-07-26,279
2012-07-26,242
2012-07-26,213
2012-07-26,238
2012-07-26,374
2012-07-26,738
2012-07-26,688
2012-07-26,614
2012-07-26,446
2012-07-26,271
2012-07-26,234
2012-07-26,145
2012-07-27,97
2012-07-27,54
2012-07-27,26
2012-07-27,12
2012-07-27,8
2012-07-27,37
2012-07-27,139
2012-07-27,410
2012-07-27,676
2012-07-27,363
2012-07-27,231
2012-07-27,251
2012-07-27,299
2012-07-27,314
2012-07-27,326
2012-07-27,323
2012-07-27,499
2012-07-27,699
2012-07-27,622
2012-07-27,516
2012-07-27,354
2012-07-27,260
2012-07-27,199
2012-07-27,189
2012-07-28,191
2012-07-28,80
2012-07-28,90
2012-07-28,43
2012-07-28,11
2012-07-28,14
2012-07-28,50
2012-07-28,76
2012-07-28,163
2012-07-28,337
2012-07-28,395
2012-07-28,457
2012-07-28,487
2012-07-28,498
2012-07-28,494
2012-07-28,497
2012-07-28,487
2012-07-28,479
2012-07-28,481
2012-07-28,338
2012-07-28,233
2012-07-28,300
2012-07-28,276
2012-07-28,208
2012-07-29,188
2012-07-29,158
2012-07-29,112
2012-07-29,55
2012-07-29,13
2012-07-29,17
2012-07-29,18
2012-07-29,40
2012-07-29,127
2012-07-29,226
2012-07-29,381
2012-07-29,509
2012-07-29,511
2012-07-29,483
2012-07-29,522
2012-07-29,501
2012-07-29,521
2012-07-29,531
2012-07-29,419
2012-07-29,443
2012-07-29,303
2012-07-29,271
2012-07-29,148
2012-07-29,100
2012-07-30,58
2012-07-30,19
2012-07-30,8
2012-07-30,3
2012-07-30,5
2012-07-30,47
2012-07-30,161
2012-07-30,469
2012-07-30,751
2012-07-30,293
2012-07-30,189
2012-07-30,215
2012-07-30,278
2012-07-30,226
2012-07-30,254
2012-07-30,236
2012-07-30,425
2012-07-30,827
2012-07-30,812
2012-07-30,665
2012-07-30,462
2012-07-30,322
2012-07-30,230
2012-07-30,150
2012-07-31,38
2012-07-31,21
2012-07-31,8
2012-07-31,6
2012-07-31,6
2012-07-31,45
2012-07-31,194
2012-07-31,513
2012-07-31,760
2012-07-31,333
2012-07-31,227
2012-07-31,224
2012-07-31,248
2012-07-31,288
2012-07-31,260
2012-07-31,144
2012-07-31,402
2012-07-31,820
2012-07-31,857
2012-07-31,614
2012-07-31,452
2012-07-31,352
2012-07-31,257
2012-07-31,147
2012-08-01,47
2012-08-01,33
2012-08-01,13
2012-08-01,7
2012-08-01,4
2012-08-01,49
2012-08-01,185
2012-08-01,487
2012-08-01,681
2012-08-01,350
2012-08-01,236
2012-08-01,234
2012-08-01,284
2012-08-01,280
2012-08-01,263
2012-08-01,295
2012-08-01,479
2012-08-01,837
2012-08-01,891
2012-08-01,652
2012-08-01,513
2012-08-01,320
2012-08-01,288
2012-08-01,152
2012-08-02,63
2012-08-02,42
2012-08-02,11
2012-08-02,6
2012-08-02,9
2012-08-02,41
2012-08-02,183
2012-08-02,473
2012-08-02,739
2012-08-02,343
2012-08-02,181
2012-08-02,226
2012-08-02,286
2012-08-02,310
2012-08-02,225
2012-08-02,270
2012-08-02,406
2012-08-02,865
2012-08-02,767
2012-08-02,607
2012-08-02,427
2012-08-02,342
2012-08-02,262
2012-08-02,177
2012-08-03,71
2012-08-03,43
2012-08-03,14
2012-08-03,6
2012-08-03,12
2012-08-03,37
2012-08-03,163
2012-08-03,421
2012-08-03,668
2012-08-03,396
2012-08-03,249
2012-08-03,263
2012-08-03,338
2012-08-03,345
2012-08-03,331
2012-08-03,380
2012-08-03,492
2012-08-03,741
2012-08-03,671
2012-08-03,469
2012-08-03,389
2012-08-03,278
2012-08-03,202
2012-08-03,196
2012-08-04,161
2012-08-04,122
2012-08-04,84
2012-08-04,30
2012-08-04,13
2012-08-04,17
2012-08-04,49
2012-08-04,67
2012-08-04,181
2012-08-04,278
2012-08-04,396
2012-08-04,470
2012-08-04,547
2012-08-04,527
2012-08-04,472
2012-08-04,489
2012-08-04,450
2012-08-04,492
2012-08-04,490
2012-08-04,397
2012-08-04,312
2012-08-04,289
2012-08-04,269
2012-08-04,222
2012-08-05,153
2012-08-05,87
2012-08-05,73
2012-08-05,41
2012-08-05,14
2012-08-05,19
2012-08-05,19
2012-08-05,68
2012-08-05,108
2012-08-05,229
2012-08-05,364
2012-08-05,437
2012-08-05,491
2012-08-05,523
2012-08-05,526
2012-08-05,450
2012-08-05,421
2012-08-05,382
2012-08-05,229
2012-08-05,185
2012-08-05,193
2012-08-05,208
2012-08-05,157
2012-08-05,87
2012-08-06,33
2012-08-06,11
2012-08-06,5
2012-08-06,5
2012-08-06,11
2012-08-06,25
2012-08-06,141
2012-08-06,407
2012-08-06,605
2012-08-06,276
2012-08-06,213
2012-08-06,260
2012-08-06,285
2012-08-06,289
2012-08-06,287
2012-08-06,274
2012-08-06,451
2012-08-06,858
2012-08-06,843
2012-08-06,640
2012-08-06,457
2012-08-06,317
2012-08-06,207
2012-08-06,113
2012-08-07,47
2012-08-07,18
2012-08-07,13
2012-08-07,6
2012-08-07,9
2012-08-07,36
2012-08-07,179
2012-08-07,502
2012-08-07,705
2012-08-07,327
2012-08-07,250
2012-08-07,214
2012-08-07,283
2012-08-07,253
2012-08-07,261
2012-08-07,306
2012-08-07,445
2012-08-07,868
2012-08-07,814
2012-08-07,610
2012-08-07,448
2012-08-07,317
2012-08-07,224
2012-08-07,138
2012-08-08,58
2012-08-08,23
2012-08-08,6
2012-08-08,7
2012-08-08,7
2012-08-08,43
2012-08-08,173
2012-08-08,482
2012-08-08,737
2012-08-08,341
2012-08-08,214
2012-08-08,239
2012-08-08,280
2012-08-08,313
2012-08-08,236
2012-08-08,278
2012-08-08,441
2012-08-08,858
2012-08-08,862
2012-08-08,686
2012-08-08,500
2012-08-08,381
2012-08-08,233
2012-08-08,136
2012-08-09,67
2012-08-09,28
2012-08-09,14
2012-08-09,6
2012-08-09,10
2012-08-09,41
2012-08-09,167
2012-08-09,475
2012-08-09,698
2012-08-09,353
2012-08-09,205
2012-08-09,260
2012-08-09,277
2012-08-09,281
2012-08-09,247
2012-08-09,267
2012-08-09,417
2012-08-09,810
2012-08-09,811
2012-08-09,623
2012-08-09,478
2012-08-09,336
2012-08-09,259
2012-08-09,156
2012-08-10,85
2012-08-10,41
2012-08-10,20
2012-08-10,9
2012-08-10,7
2012-08-10,33
2012-08-10,44
2012-08-10,133
2012-08-10,119
2012-08-10,220
2012-08-10,193
2012-08-10,251
2012-08-10,315
2012-08-10,290
2012-08-10,307
2012-08-10,324
2012-08-10,467
2012-08-10,730
2012-08-10,640
2012-08-10,492
2012-08-10,370
2012-08-10,286
2012-08-10,218
2012-08-10,192
2012-08-11,180
2012-08-11,116
2012-08-11,85
2012-08-11,21
2012-08-11,10
2012-08-11,11
2012-08-11,23
2012-08-11,62
2012-08-11,162
2012-08-11,271
2012-08-11,407
2012-08-11,499
2012-08-11,546
2012-08-11,569
2012-08-11,538
2012-08-11,562
2012-08-11,531
2012-08-11,512
2012-08-11,300
2012-08-11,275
2012-08-11,160
2012-08-11,128
2012-08-11,168
2012-08-11,163
2012-08-12,120
2012-08-12,113
2012-08-12,86
2012-08-12,48
2012-08-12,10
2012-08-12,10
2012-08-12,16
2012-08-12,39
2012-08-12,119
2012-08-12,217
2012-08-12,328
2012-08-12,449
2012-08-12,505
2012-08-12,543
2012-08-12,579
2012-08-12,577
2012-08-12,513
2012-08-12,505
2012-08-12,491
2012-08-12,465
2012-08-12,300
2012-08-12,220
2012-08-12,181
2012-08-12,110
2012-08-13,47
2012-08-13,14
2012-08-13,9
2012-08-13,6
2012-08-13,11
2012-08-13,36
2012-08-13,159
2012-08-13,436
2012-08-13,673
2012-08-13,305
2012-08-13,199
2012-08-13,245
2012-08-13,276
2012-08-13,254
2012-08-13,248
2012-08-13,274
2012-08-13,464
2012-08-13,818
2012-08-13,812
2012-08-13,555
2012-08-13,432
2012-08-13,290
2012-08-13,192
2012-08-13,128
2012-08-14,60
2012-08-14,27
2012-08-14,11
2012-08-14,3
2012-08-14,5
2012-08-14,36
2012-08-14,64
2012-08-14,179
2012-08-14,618
2012-08-14,402
2012-08-14,208
2012-08-14,196
2012-08-14,300
2012-08-14,286
2012-08-14,255
2012-08-14,283
2012-08-14,458
2012-08-14,812
2012-08-14,854
2012-08-14,627
2012-08-14,436
2012-08-14,308
2012-08-14,189
2012-08-14,167
2012-08-15,60
2012-08-15,37
2012-08-15,8
2012-08-15,11
2012-08-15,4
2012-08-15,39
2012-08-15,172
2012-08-15,492
2012-08-15,682
2012-08-15,367
2012-08-15,233
2012-08-15,235
2012-08-15,307
2012-08-15,294
2012-08-15,255
2012-08-15,266
2012-08-15,431
2012-08-15,851
2012-08-15,848
2012-08-15,649
2012-08-15,427
2012-08-15,315
2012-08-15,226
2012-08-15,138
2012-08-16,76
2012-08-16,21
2012-08-16,15
2012-08-16,4
2012-08-16,5
2012-08-16,37
2012-08-16,165
2012-08-16,464
2012-08-16,682
2012-08-16,337
2012-08-16,199
2012-08-16,274
2012-08-16,343
2012-08-16,300
2012-08-16,248
2012-08-16,260
2012-08-16,419
2012-08-16,897
2012-08-16,832
2012-08-16,677
2012-08-16,514
2012-08-16,356
2012-08-16,254
2012-08-16,226
2012-08-17,88
2012-08-17,54
2012-08-17,19
2012-08-17,6
2012-08-17,9
2012-08-17,36
2012-08-17,157
2012-08-17,379
2012-08-17,668
2012-08-17,378
2012-08-17,231
2012-08-17,303
2012-08-17,365
2012-08-17,357
2012-08-17,328
2012-08-17,383
2012-08-17,488
2012-08-17,791
2012-08-17,669
2012-08-17,491
2012-08-17,359
2012-08-17,255
2012-08-17,213
2012-08-17,121
2012-08-18,105
2012-08-18,92
2012-08-18,43
2012-08-18,30
2012-08-18,13
2012-08-18,9
2012-08-18,27
2012-08-18,64
2012-08-18,189
2012-08-18,292
2012-08-18,480
2012-08-18,536
2012-08-18,654
2012-08-18,644
2012-08-18,598
2012-08-18,596
2012-08-18,641
2012-08-18,635
2012-08-18,554
2012-08-18,488
2012-08-18,341
2012-08-18,338
2012-08-18,261
2012-08-18,235
2012-08-19,187
2012-08-19,131
2012-08-19,119
